Song_correct;Artist_correct;Song_concat;YT_link
kiss me quick;elvis presley;kiss me quick elvis presley;https://www.youtube.com/watch?v=VPDY8NU3N0o
love me tender;elvis presley;love me tender elvis presley;https://www.youtube.com/watch?v=2lD711_Xh8s
return to sender;elvis presley;return to sender elvis presley;https://www.youtube.com/watch?v=LZmUfUBqE-s
she's not you;elvis presley;she's not you elvis presley;https://www.youtube.com/watch?v=qZQwc0yUZIM
stand by me;elvis presley;stand by me elvis presley;https://www.youtube.com/watch?v=UPF5ptYQIt8
surrender;elvis presley;surrender elvis presley;https://www.youtube.com/watch?v=O3Bj9fQkvGo
that's all right mama ;elvis presley;that's all right mama  elvis presley;https://www.youtube.com/watch?v=NmopYuF4BzY
jesienna zaduma;elzbieta adamiak;jesienna zaduma elzbieta adamiak;https://www.youtube.com/watch?v=7Cf2bKJTNac
szara piosenka;elzbieta adamiak;szara piosenka elzbieta adamiak;https://www.youtube.com/watch?v=wmEJ4jr4OTA
zaproscie mnie do stolu;elzbieta wojnowska;zaproscie mnie do stolu elzbieta wojnowska;https://www.youtube.com/watch?v=CnccD5p7w2A
next to me;emeli sande;next to me emeli sande;https://www.youtube.com/watch?v=-nwdjQmc_N8
na falochronie;emigranci;na falochronie emigranci;https://www.youtube.com/watch?v=vlBQbEhDd98
besame mucho;emilio tuero;besame mucho emilio tuero;https://www.youtube.com/watch?v=cul6cOm7g2I
what took you so long;emma bunton;what took you so long emma bunton;https://www.youtube.com/watch?v=yX1Df_sjdzY
don't let go ;en vogue;don't let go  en vogue;https://www.youtube.com/watch?v=mwhwGmoYv1s
free your mind;en vogue;free your mind en vogue;https://www.youtube.com/watch?v=i7iQbBbMAFE
kamien z napisem love;enej;kamien z napisem love enej;https://www.youtube.com/watch?v=vBj5P71Mci4
lili;enej;lili enej;https://www.youtube.com/watch?v=9Xsl-Z20qoQ
mila moja;enej;mila moja enej;https://www.youtube.com/watch?v=RaLVdrsJla0
myla moja;enej;myla moja enej;https://www.youtube.com/watch?v=RaLVdrsJla0
nie chce spac;enej;nie chce spac enej;https://www.youtube.com/watch?v=nzCZ1ndzSM4
panstwo b;enej;panstwo b enej;https://www.youtube.com/watch?v=m-H7Sb5LPqI
radio hello;enej;radio hello enej;https://www.youtube.com/watch?v=4KoBxFSUseg
siedmiomilowa szansa;enej;siedmiomilowa szansa enej;https://www.youtube.com/watch?v=jqOoGqQypKY
skrzydlate rece;enej;skrzydlate rece enej;https://www.youtube.com/watch?v=n3Hv-1MWz2Y
symetryczno-liryczna;enej;symetryczno-liryczna enej;https://www.youtube.com/watch?v=eTJPQ4TW4Jw
tak smakuje zycie;enej;tak smakuje zycie enej;https://www.youtube.com/watch?v=QUaJF5faWBU
zagubiony;enej;zagubiony enej;https://www.youtube.com/watch?v=oWvRNbpd6ys
zbudujemy dom;enej;zbudujemy dom enej;https://www.youtube.com/watch?v=4SUHlka_Kbs
minus i plus;energy;minus i plus energy;https://www.youtube.com/watch?v=VRvjVqr0Uzs
goodbye maria;engelbert humperdinck;goodbye maria engelbert humperdinck;https://www.youtube.com/watch?v=Lf-eB4Qlko4
last waltz;engelbert humperdinck;last waltz engelbert humperdinck;https://www.youtube.com/watch?v=orCiC9-p7yE
the last waltz;engelbert humperdinck;the last waltz engelbert humperdinck;https://www.youtube.com/watch?v=orCiC9-p7yE
return to innocence;enigma;return to innocence enigma;https://www.youtube.com/watch?v=Rk_sAHh9s08
cinema paradiso;ennio morricone;cinema paradiso ennio morricone;https://www.youtube.com/watch?v=WSkyoyyvnAY
o sole mio;enrico caruso;o sole mio enrico caruso;https://www.youtube.com/watch?v=u1QJwHWvgP8
bailamos;enrique iglesias;bailamos enrique iglesias;https://www.youtube.com/watch?v=5sye_VxmNZA
bailando;enrique iglesias;bailando enrique iglesias;https://www.youtube.com/watch?v=NUsoVlDFqZg
be with you;enrique iglesias;be with you enrique iglesias;https://www.youtube.com/watch?v=yYedTpODkx8
hero;enrique iglesias;hero enrique iglesias;https://www.youtube.com/watch?v=koJlIGDImiU
i wanna be with you;enrique iglesias;i wanna be with you enrique iglesias;https://www.youtube.com/watch?v=yYedTpODkx8
the rhythm divine;enrique iglesias;the rhythm divine enrique iglesias;https://www.youtube.com/watch?v=UZrzOZaI7UE
orinoco flow;enya;orinoco flow enya;https://www.youtube.com/watch?v=LTrk4X9ACtw
les yeux ouverts;enzo enzo;les yeux ouverts enzo enzo;https://www.youtube.com/watch?v=RxjsocycyYs
ameno ;era;ameno  era;https://www.youtube.com/watch?v=RkZkekS8NQU
all by myself;eric carmen & celine dion;all by myself eric carmen & celine dion;https://www.youtube.com/watch?v=iN9CjAfo5n0
badge;eric clapton;badge eric clapton;https://www.youtube.com/watch?v=xSAwlhrMWkU
cocaine;eric clapton;cocaine eric clapton;https://www.youtube.com/watch?v=zVOuRQPPdoo
crossroads;eric clapton;crossroads eric clapton;https://www.youtube.com/watch?v=MtLhPeLB9bA
i shot the sheriff;eric clapton;i shot the sheriff eric clapton;https://www.youtube.com/watch?v=APWhx97QvxE
layla;eric clapton;layla eric clapton;https://www.youtube.com/watch?v=fX5USg8_1gA
sunshine of your love;eric clapton;sunshine of your love eric clapton;https://www.youtube.com/watch?v=stNqkmKCgyI
tears in heaven;eric clapton;tears in heaven eric clapton;https://www.youtube.com/watch?v=JxPj3GAYYZ0
white room;eric clapton;white room eric clapton;https://www.youtube.com/watch?v=rvnWuOjJDh4
wonderful tonight;eric clapton;wonderful tonight eric clapton;https://www.youtube.com/watch?v=vUSzL2leaFM
call on me;eric prydz;call on me eric prydz;https://www.youtube.com/watch?v=qetW6R9Jxs4
wroc do sorrento;ernesto de curtis;wroc do sorrento ernesto de curtis;https://www.youtube.com/watch?v=Q6YRotyZk8M
adesso tu;eros ramazzotti;adesso tu eros ramazzotti;https://www.youtube.com/watch?v=Wx3R0vUDG68
fuoco nel fuoco;eros ramazzotti;fuoco nel fuoco eros ramazzotti;https://www.youtube.com/watch?v=Gr7VfbUKYCo
piu bella cosa;eros ramazzotti;piu bella cosa eros ramazzotti;https://www.youtube.com/watch?v=eTOKcxIujgE
piu che puoi;eros ramazzotti;piu che puoi eros ramazzotti;https://www.youtube.com/watch?v=40v3xN4ILL8
se bastasse una canzone;eros ramazzotti;se bastasse una canzone eros ramazzotti;https://www.youtube.com/watch?v=C6dpQWnRII0
cose della vita;eros ramazzotti & tina turner;cose della vita eros ramazzotti & tina turner;https://www.youtube.com/watch?v=8w_E3fyzPnw
one way ticket;eruption;one way ticket eruption;https://www.youtube.com/watch?v=D4y_acTR0MY
american boy;estelle & kanye west ;american boy estelle & kanye west ;https://www.youtube.com/watch?v=Ic5vxw3eijY
i wanna be the only one ;eternal;i wanna be the only one  eternal;https://www.youtube.com/watch?v=MsTeL8-ornA
something's got a hold on me;etta james;something's got a hold on me etta james;https://www.youtube.com/watch?v=OueyaMoUUt4
wind of hope;eugenia vlasova & andru donalds;wind of hope eugenia vlasova & andru donalds;https://www.youtube.com/watch?v=sqHWlkXOFX4
baby ach te baby;eugeniusz bodo;baby ach te baby eugeniusz bodo;https://www.youtube.com/watch?v=98n-q1wjp5w
juz taki jestem zimny dran;eugeniusz bodo;juz taki jestem zimny dran eugeniusz bodo;https://www.youtube.com/watch?v=jIYEC7j6uqk
sex appeal;eugeniusz bodo;sex appeal eugeniusz bodo;https://www.youtube.com/watch?v=FSKvi5sB1Po
tyle milosci;eugeniusz bodo;tyle milosci eugeniusz bodo;https://www.youtube.com/watch?v=Y0Hb5Xqjfiw
umowilem sie z nia na dziewiata;eugeniusz bodo;umowilem sie z nia na dziewiata eugeniusz bodo;https://www.youtube.com/watch?v=2xlKRtF9FkE
ach spij kochanie;eugeniusz bodo i adolf dymsza;ach spij kochanie eugeniusz bodo i adolf dymsza;https://www.youtube.com/watch?v=EXy5KURe52c
dla ciebie chce byc biala;eugeniusz bodo i reri;dla ciebie chce byc biala eugeniusz bodo i reri;https://www.youtube.com/watch?v=eW24PsbgVUc
last look at eden;europe;last look at eden europe;https://www.youtube.com/watch?v=y48PTClxPVw
new love in town;europe;new love in town europe;https://www.youtube.com/watch?v=Syupu49U9Qk
the final countdown;europe;the final countdown europe;https://www.youtube.com/watch?v=9jK-NcRmVcw
the new love in town;europe;the new love in town europe;https://www.youtube.com/watch?v=Syupu49U9Qk
here comes the rain again;eurythmics;here comes the rain again eurythmics;https://www.youtube.com/watch?v=TzFnYcIqj6I
i saved the world today;eurythmics;i saved the world today eurythmics;https://www.youtube.com/watch?v=Zf052uxFF58
sweet dreams ;eurythmics;sweet dreams  eurythmics;https://www.youtube.com/watch?v=qeMFqkcPYcg
there must be an angel ;eurythmics;there must be an angel  eurythmics;https://www.youtube.com/watch?v=RCdneDxFRYQ
when tomorrow comes;eurythmics;when tomorrow comes eurythmics;https://www.youtube.com/watch?v=RWzRKxhpPA0
c'est ma vie;evelina sasenko;c'est ma vie evelina sasenko;https://www.youtube.com/watch?v=D4Tvc9S_1BU
bo we mnie jest seks;ewa bem;bo we mnie jest seks ewa bem;https://www.youtube.com/watch?v=0ppEXfbHe-Q
dzien dobry mr blues;ewa bem;dzien dobry mr blues ewa bem;https://www.youtube.com/watch?v=rQ1KPUWpMcE
kocham i nie kocham cie;ewa bem;kocham i nie kocham cie ewa bem;https://www.youtube.com/watch?v=LDBcQCkcvWw
kolega maj;ewa bem;kolega maj ewa bem;https://www.youtube.com/watch?v=9Y1mI0BGpRw
milosc to jest wielki skarb;ewa bem;milosc to jest wielki skarb ewa bem;https://www.youtube.com/watch?v=LqWO_Aco4zg
moje serce to jest muzyk;ewa bem;moje serce to jest muzyk ewa bem;https://www.youtube.com/watch?v=OpLAzFvoptc
podaruj mi troche slonca;ewa bem;podaruj mi troche slonca ewa bem;https://www.youtube.com/watch?v=B2ENeH_coow
wyszlam za maz zaraz wracam;ewa bem;wyszlam za maz zaraz wracam ewa bem;https://www.youtube.com/watch?v=HDDWIKrcaSQ
z toba bez ciebie;ewa bem;z toba bez ciebie ewa bem;https://www.youtube.com/watch?v=CrEToVePJCs
zobacz czyje imieniny;ewa bem;zobacz czyje imieniny ewa bem;https://www.youtube.com/watch?v=ShQyJJ0NqUg
zyj kolorowo;ewa bem;zyj kolorowo ewa bem;https://www.youtube.com/watch?v=zKpiOXaEzz0
ballada o cudownych narodzinach boleslawa krzywoustego;ewa demarczyk;ballada o cudownych narodzinach boleslawa krzywoustego ewa demarczyk;https://www.youtube.com/watch?v=zPLO03h7o_I
czarne anioly;ewa demarczyk;czarne anioly ewa demarczyk;https://www.youtube.com/watch?v=VUdW3wfDtIk
grande valse brillante;ewa demarczyk;grande valse brillante ewa demarczyk;https://www.youtube.com/watch?v=0qxP_5x_zTI
groszki i roze;ewa demarczyk;groszki i roze ewa demarczyk;https://www.youtube.com/watch?v=8dzKqeWzDWg
jaki smieszny jestes pod oknem;ewa demarczyk;jaki smieszny jestes pod oknem ewa demarczyk;https://www.youtube.com/watch?v=x_0QHng02MM
karuzela z madonnami;ewa demarczyk;karuzela z madonnami ewa demarczyk;https://www.youtube.com/watch?v=lsr9w0XEyJM
na moscie w avignon;ewa demarczyk;na moscie w avignon ewa demarczyk;https://www.youtube.com/watch?v=mvGkrwzVdVY
rebeka;ewa demarczyk;rebeka ewa demarczyk;https://www.youtube.com/watch?v=qrWH-Km2lhc
skrzypek hercowicz;ewa demarczyk;skrzypek hercowicz ewa demarczyk;https://www.youtube.com/watch?v=CvotF89wvW4
sur le pont d'avignon;ewa demarczyk;sur le pont d'avignon ewa demarczyk;https://www.youtube.com/watch?v=19P5qTK0YmM
tomaszow;ewa demarczyk;tomaszow ewa demarczyk;https://www.youtube.com/watch?v=Cv_IjlzlfCE
kto tak ladnie kradnie;ewa debicka (film hallo szpicbrodka);kto tak ladnie kradnie ewa debicka (film hallo szpicbrodka);https://www.youtube.com/watch?v=IW2OInhM29A
bez lez;ewa farna;bez lez ewa farna;https://www.youtube.com/watch?v=IJ3cdu6Ptjs
bumerang ;ewa farna;bumerang  ewa farna;https://www.youtube.com/watch?v=eo7T7Yp2Hhw
cicho;ewa farna;cicho ewa farna;https://www.youtube.com/watch?v=IvsqIr0_cCQ
ewakuacja;ewa farna;ewakuacja ewa farna;https://www.youtube.com/watch?v=crDL5Gcn0Rs
la la laj;ewa farna;la la laj ewa farna;https://www.youtube.com/watch?v=tWMb9lGiHCg
nie przegap;ewa farna;nie przegap ewa farna;https://www.youtube.com/watch?v=wMgFE59581Q
tu;ewa farna;tu ewa farna;https://www.youtube.com/watch?v=VTnCHildAKE
wszystko albo nic;ewa farna;wszystko albo nic ewa farna;https://www.youtube.com/watch?v=TmT2p3QyWY4
kazda kobieta to szpieg;ewa kuklinska;kazda kobieta to szpieg ewa kuklinska;https://www.youtube.com/watch?v=kI8GI6-ybW8
blizej;ewelina flinta;blizej ewelina flinta;https://www.youtube.com/watch?v=bRGoF33w-Ow
zaluje;ewelina flinta;zaluje ewelina flinta;https://www.youtube.com/watch?v=ISV1gxrXsd0
nie klam ze kochasz mnie;ewelina flinta i lukasz zagrobelny;nie klam ze kochasz mnie ewelina flinta i lukasz zagrobelny;https://www.youtube.com/watch?v=rvAwap4asps
na obcy lad;ewelina lisowska;na obcy lad ewelina lisowska;https://www.youtube.com/watch?v=Mh2iSQFb7DM
prosta sprawa;ewelina lisowska;prosta sprawa ewelina lisowska;https://www.youtube.com/watch?v=iB0jbzmDHrk
w sercu miasta;ewelina lisowska;w sercu miasta ewelina lisowska;https://www.youtube.com/watch?v=fon_cxiO0n0
w strone slonca;ewelina lisowska;w strone slonca ewelina lisowska;https://www.youtube.com/watch?v=UmUoiCUIT8E
we mgle;ewelina lisowska;we mgle ewelina lisowska;https://www.youtube.com/watch?v=DsbzfaP-ySM
zrob to!;ewelina lisowska;zrob to! ewelina lisowska;https://www.youtube.com/watch?v=g4GK_jwKtLw
kiss you all over;exile;kiss you all over exile;https://www.youtube.com/watch?v=JT3YNiwK4bg
more than words;extreme;more than words extreme;https://www.youtube.com/watch?v=UrIiLvg58SY
words;f. r. david;words f. r. david;https://www.youtube.com/watch?v=PTsSk0r_Tq8
easy;faith no more;easy faith no more;https://www.youtube.com/watch?v=vPzDTfIb0DU
flames of love;fancy;flames of love fancy;https://www.youtube.com/watch?v=YrLTBJj26gs
myj zeby;fasolki;myj zeby fasolki;https://www.youtube.com/watch?v=ULcCm5PZwzI
ogorek;fasolki;ogorek fasolki;https://www.youtube.com/watch?v=_qzc5FCLs1U
pies na medal;fasolki;pies na medal fasolki;https://www.youtube.com/watch?v=tzOQuW4QVEA
zuzia lalka nieduza;fasolki;zuzia lalka nieduza fasolki;https://www.youtube.com/watch?v=BpEuT6dvs9M
blueberry hill ;fats domino;blueberry hill  fats domino;https://www.youtube.com/watch?v=bQQCPrwKzdo
a gdy jest juz ciemno;feel;a gdy jest juz ciemno feel;https://www.youtube.com/watch?v=7vKpv-z1ut4
jak aniola glos;feel;jak aniola glos feel;https://www.youtube.com/watch?v=_d-bEM88LlM
no pokaz na co cie stac;feel;no pokaz na co cie stac feel;https://www.youtube.com/watch?v=iS85LogrBP4
pokonaj siebie;feel;pokonaj siebie feel;https://www.youtube.com/watch?v=yqY7ooTELCg
swoje szczescie znam;feel;swoje szczescie znam feel;https://www.youtube.com/watch?v=yD5QKu0pCiw
w odpowiedzi na twoj list;feel;w odpowiedzi na twoj list feel;https://www.youtube.com/watch?v=v6BYuccEvZ0
zostan ze mna;feel;zostan ze mna feel;https://www.youtube.com/watch?v=w9l2ORe8mRM
noc komety;felicjan andrzejczak;noc komety felicjan andrzejczak;https://www.youtube.com/watch?v=d8bQu4mT3UE
ain't nobody;felix jaehn;ain't nobody felix jaehn;https://www.youtube.com/watch?v=5j1RCys4R0g
hot2touch;felix jaehn & hight & alex aiono;hot2touch felix jaehn & hight & alex aiono;https://www.youtube.com/watch?v=rtfTKKCgD9c
big girls don't cry ;fergie;big girls don't cry  fergie;https://www.youtube.com/watch?v=agrXgrAgQ0U
a little party never killed nobody (all we got);fergie & q tip and goonrock;a little party never killed nobody (all we got) fergie & q tip and goonrock;https://www.youtube.com/watch?v=0ZgjmE6xdaw
bal arlekina;filipinki;bal arlekina filipinki;https://www.youtube.com/watch?v=4-PNl93hFY8
batumi;filipinki;batumi filipinki;https://www.youtube.com/watch?v=ugvqN-_IoI0
do widzenia profesorze;filipinki;do widzenia profesorze filipinki;https://www.youtube.com/watch?v=Pxj3WiR7Pvg
filipinki to my;filipinki;filipinki to my filipinki;https://www.youtube.com/watch?v=CGaIdKNyDZY
mr. wonderful;filipinki;mr. wonderful filipinki;https://www.youtube.com/watch?v=BcAKkVdpiqE
serwus panie chief;filipinki;serwus panie chief filipinki;https://www.youtube.com/watch?v=7BANVMWS6oA
spacer po porcie;filipinki;spacer po porcie filipinki;https://www.youtube.com/watch?v=vjOrZuBNjbw
wala twist;filipinki;wala twist filipinki;https://www.youtube.com/watch?v=YIioPOnL1Z8
oczy cziornyje;fiodor szalapin (romans rosyjski);oczy cziornyje fiodor szalapin (romans rosyjski);https://www.youtube.com/watch?v=PA4pHOUM4YQ
little lies;fleetwood mac;little lies fleetwood mac;https://www.youtube.com/watch?v=uCGD9dT12C0
sax;fleur east;sax fleur east;https://www.youtube.com/watch?v=3JZ4pnNtyxQ
can't believe it;flo rida & pitbull;can't believe it flo rida & pitbull;https://www.youtube.com/watch?v=-WDcpwZqYlU
i don't like it i love it;flo rida & robin thicke;i don't like it i love it flo rida & robin thicke;https://www.youtube.com/watch?v=Tw8mpgccugc
musica ;fly project;musica  fly project;https://www.youtube.com/watch?v=2z7rlKIj8O4
toca toca ;fly project;toca toca  fly project;https://www.youtube.com/watch?v=CwMfH47d65I
the pretender;foo fighters;the pretender foo fighters;https://www.youtube.com/watch?v=SBjQ9tuuTJQ
lemon tree;fools garden;lemon tree fools garden;https://www.youtube.com/watch?v=bCDIt50hRDs
i want to know what love is ;foreigner;i want to know what love is  foreigner;https://www.youtube.com/watch?v=r3Pr1_v7hsw
waiting for a girl like you;foreigner;waiting for a girl like you foreigner;https://www.youtube.com/watch?v=Wln6NX0V4AQ
da da da;formacja niezywych schabuff;da da da formacja niezywych schabuff;https://www.youtube.com/watch?v=-X8_6M5tCuA
klub wesolego szampana;formacja niezywych schabuff;klub wesolego szampana formacja niezywych schabuff;https://www.youtube.com/watch?v=o_Y-M4IiZK8
lato;formacja niezywych schabuff;lato formacja niezywych schabuff;https://www.youtube.com/watch?v=eaHbjnXItXc
ludzie pragna piekna;formacja niezywych schabuff;ludzie pragna piekna formacja niezywych schabuff;https://www.youtube.com/watch?v=VGZMexvgYbo
lawka;formacja niezywych schabuff;lawka formacja niezywych schabuff;https://www.youtube.com/watch?v=FX5Gh8flrX8
mow mi elvis;formacja niezywych schabuff;mow mi elvis formacja niezywych schabuff;https://www.youtube.com/watch?v=EXah45lvWWs
supermarket;formacja niezywych schabuff;supermarket formacja niezywych schabuff;https://www.youtube.com/watch?v=UDrF7u_jPhM
ella elle l a ;france gall;ella elle l a  france gall;https://www.youtube.com/watch?v=lgHGU8gqz9U
marina;francesco napoli;marina francesco napoli;https://www.youtube.com/watch?v=3oLT4lK7Cew
brasil;francisco alaves;brasil francisco alaves;https://www.youtube.com/watch?v=VVzMK8WbA7Q
king bruce lee karate mistrz;franek kimono;king bruce lee karate mistrz franek kimono;https://www.youtube.com/watch?v=cSDYYYe3wUs
